star_id,ra,dec,pmra,epmra,pmdec,epmdec,plx,eplx,mz,ez,my,ey,mj,ej,mh,eh,mk,ek,probability,cluster
6905,247.576375742964,-48.5879370410466,2.4193639755249,0.0625225454568863,-4.53812789916992,0.0451792068779469,0.822445631027222,0.0547531247138977,19.1329002380371,0.0193245973732288,18.0044002532959,0.0170499468356272,14.6198997497559,0.0162207478593183,14.1246995925903,0.0193245973732288,13.9621000289917,0.0170921422833727,1,NGC_6134
6906,247.641354378077,-48.6720772699802,2.29779815673828,0.0572719797492027,-4.51672315597534,0.0444506406784058,0.914903581142426,0.0502194575965405,,0.0191675547342112,,0.016327878919644,14.5452003479004,0.0161622368403178,14.1358003616333,0.0191675547342112,14.0214996337891,0.0170452572437679,1,NGC_6134
6907,246.279465574525,-48.6175342096295,1.92232441902161,0.0814795419573784,-4.29112529754639,0.059708409011364,0.7870934009552,0.0697100013494492,,0.0203884821560479,,0.0170842131664176,14.6817998886108,0.016426510518047,14.2403001785278,0.0203884821560479,14.0739001813403,0.0170470732423488,1,NGC_6134
6908,246.718998905545,-48.6354351978817,2.3143744468689,0.0411437526345253,-4.33319759368896,0.0337749682366848,0.859838306903839,0.0394486375153065,,0.0183379580042719,19.6303005218506,0.0168215590851523,13.9449996948242,0.0158996292531868,13.6089000701904,0.0183379580042719,13.477499961853,0.0160714833400699,1,NGC_6134
6909,246.865709312024,-48.5427449801621,2.36022973060608,0.0220610704272985,-4.49791383743286,0.015976682305336,0.864075660705566,0.0200630407780409,18.6529998779297,0.0185415547673039,18.1205005645752,0.0157032272299589,12.8593997955322,0.0150836387666627,12.6106004061618,0.0185415547673039,12.4917001420797,0.0150235415276914,1,NGC_6134
6910,246.948969087524,-48.5749387703567,1.97076547145844,0.239479377865791,-4.64280700683594,0.187616318464279,0.778068780899048,0.220364451408386,,0.049439242410521,,0.039111442195623,16.2824993133545,0.0291261234509195,15.4844999313354,0.049439242410521,15.2294998168945,0.0294383712291117,1,NGC_6134
6911,246.908374201051,-48.7453275189438,2.51388049125671,0.139236599206924,-4.31023645401001,0.10519839823246,0.812231957912445,0.120165057480335,,0.0231512324171389,,0.0198919462412872,15.4376001358032,0.019459562177388,14.8895998001099,0.0231512324171389,14.6913003921509,0.0212451836629978,1,NGC_6134
6912,246.524620566492,-48.784314802196,2.07677316665649,0.0442657172679901,-4.48307847976685,0.0307961832731962,0.871162414550781,0.0380472503602505,17.5020999908447,0.0188741427426396,16.9811000823975,0.0163989718277312,13.770899772644,0.0152609643089578,13.4091997146606,0.0188741427426396,13.2833995819092,0.0151159985941755,1,NGC_6134
6913,246.567056546102,-48.8287447911971,2.17668175697327,0.0351632982492447,-4.48870706558228,0.0261223334819078,0.864282071590424,0.0310660395771265,,0.0184966991241521,,0.0153947648258945,13.2805004119873,0.0151016203590438,13.0073003768921,0.0184966991241521,12.8443002700806,0.0150080131450134,1,NGC_6134
6914,246.480869958159,-48.8877723779819,1.91095435619354,0.355229735374451,-4.77001190185547,0.262925326824188,0.910249948501587,0.300092846155167,,0.0429947021089264,,0.0348393365333984,16.3684005737305,0.0306126619063013,15.6337003707886,0.0429947021089264,15.374400138855,0.032477869283057,1,NGC_6134
6915,246.673857248184,-48.8472342788347,2.22342944145203,0.0577959530055523,-4.41132974624634,0.0409906767308712,0.85459440946579,0.0470950454473495,,0.0192753682538285,,0.0163137527437448,14.225700378418,0.0160881372898319,13.8584003448486,0.0192753682538285,13.7223997116089,0.0162601020792755,1,NGC_6134
